100000,567926.0
10000,118117.33333333333
100000,567920.0
100000,567920.0
10000,118122.66666666667
50000,313860.44444444444
10000,113222.0
100000,524052.5714285714
50000,313865.77777777775
50000,313869.3333333333
50000,313869.3333333333
10000,113221.0
10000,113222.0
50000,293432.0
10000,113221.0
50000,293437.0
100000,567926.0
100000,567926.0
50000,313858.6666666667
50000,313869.3333333333
100000,567922.0
10000,118119.11111111111
100000,567926.0
50000,293437.0
100000,567922.0
100000,567926.0
10000,118122.66666666667
10000,113221.0
10000,113221.0
50000,313855.1111111111
