50000,381856.0
100000,751988.5714285715
10000,134866.2857142857
50000,381856.0
100000,751988.5714285715
50000,381856.0
100000,751988.5714285715
10000,134866.2857142857
50000,381856.0
50000,381856.0
50000,381856.0
100000,751988.5714285715
50000,381856.0
100000,751988.5714285715
50000,381856.0
10000,134866.2857142857
100000,751988.5714285715
10000,134866.2857142857
10000,134866.2857142857
10000,134866.2857142857
10000,134866.2857142857
100000,751988.5714285715
10000,134866.2857142857
10000,134866.2857142857
100000,751988.5714285715
100000,751988.5714285715
50000,381856.0
