quick2713012.cpp,64,quick2219423.cpp,60
quick3854249.cpp,49,quick1938215.cpp,51
quick1876852.cpp,48,quick1938215.cpp,50
quick2219423.cpp,48,quick1876852.cpp,47
quick2274785.cpp,84,quick2278298.cpp,85
quick3121922.cpp,50,quick1938215.cpp,49
bubble1221741.cpp,62,insertion1221697.cpp,97
quick4207889.cpp,82,quick3662338.cpp,81
quick1408869.cpp,43,quick2219423.cpp,46
quick3190266.cpp,48,quick2328472.cpp,44
quick1670903.cpp,38,quick899366.cpp,42
quick1380566.cpp,98,quick1811500.cpp,98
quick2219423.cpp,45,quick3121922.cpp,47
quick2845632.cpp,80,quick2274785.cpp,76
merge4609155.cpp,80,merge2209030.cpp,80
quick899366.cpp,39,quick3100695.cpp,37
quick2713012.cpp,44,quick3333106.cpp,40
quick2713012.cpp,44,quick3121922.cpp,44
quick3854249.cpp,40,quick1876852.cpp,40
quick2845632.cpp,76,quick2278298.cpp,73
quick2916338.cpp,42,quick2328472.cpp,39
merge2926979.cpp,76,merge2870180.cpp,77
quick4005803.cpp,43,quick1618897.cpp,41
merge3291030.cpp,74,merge2216666.cpp,72
quick2219423.cpp,38,quick1938215.cpp,39
quick717377.cpp,36,merge713287.cpp,59
merge4609155.cpp,70,merge2870180.cpp,70
merge2209030.cpp,70,merge2870180.cpp,70
quick2713012.cpp,38,quick1876852.cpp,35
quick2845632.cpp,65,quick2287619.cpp,64
quick2287619.cpp,64,quick2274785.cpp,61
quick2713012.cpp,36,quick3854249.cpp,33
quick2287619.cpp,61,quick2278298.cpp,59
merge4609155.cpp,62,merge2926979.cpp,62
merge2926979.cpp,62,merge2209030.cpp,62
quick2219423.cpp,32,quick3854249.cpp,31
quick1670903.cpp,26,quick3100695.cpp,28
quick2270634.cpp,26,quick3190266.cpp,33
quick1408869.cpp,29,quick1938215.cpp,32
quick3854249.cpp,30,quick3121922.cpp,32
merge2856577.cpp,59,merge680196.cpp,58
quick2328472.cpp,29,quick2389559.cpp,34
quick1408869.cpp,27,quick3965110.cpp,32
quick1500085.cpp,30,merge1498915.cpp,60
quick2713012.cpp,31,quick1938215.cpp,30
quick3001612.cpp,31,quick1273642.cpp,30
merge1266138.cpp,63,merge3944042.cpp,60
quick1707176.cpp,29,quick3965110.cpp,31
merge1707052.cpp,53,merge3806839.cpp,54
quick4446741.cpp,32,quick1618897.cpp,31
counting2219599.cpp,87,counting2771179.cpp,86
counting3222255.cpp,87,counting2397958.cpp,87
merge1707052.cpp,51,merge710274.cpp,54
quick1670903.cpp,22,quick865707.cpp,36
quick1408869.cpp,25,quick3121922.cpp,28
merge1985095.cpp,54,merge3182481.cpp,53
counting3097992.cpp,69,counting2122750.cpp,77
merge2216666.cpp,50,merge2926979.cpp,50
merge710274.cpp,51,merge3806839.cpp,50
merge4123845.cpp,50,merge3182481.cpp,51
merge4609155.cpp,48,merge2216666.cpp,48
merge2216666.cpp,48,merge2870180.cpp,48
merge2216666.cpp,48,merge2209030.cpp,48
quick2824225.cpp,27,quick1618897.cpp,27
quick3121922.cpp,26,quick1876852.cpp,24
quick1788405.cpp,51,quick1811500.cpp,53
quick1788405.cpp,51,quick1380566.cpp,53
merge4609155.cpp,47,merge4406125.cpp,45
merge4406125.cpp,45,merge2926979.cpp,46
