bubble1951910.cpp,60.0,60,0,0,0,0,0,0,0,0,0,0
counting2122750.cpp,0,0,0,0,0,0,0,0,0,0,47.25,77
selection2736418.cpp,0,0,0,0,99.0,99,0,0,0,0,0,0
insertion1973405.cpp,0,0,46.5,50,0,0,0,0,0,0,0,0
selection444644.cpp,65.0,65,0,0,0,0,0,0,0,0,0,0
quick2713012.cpp,0,0,0,0,0,0,34.0,64,0,0,0,0
merge877303.cpp,0,0,0,0,0,0,24.0,24,35.333333333333336,41,0,0
quick2824225.cpp,0,0,0,0,0,0,20.11111111111111,30,0,0,0,0
quick3103810.cpp,0,0,0,0,0,0,17.555555555555557,25,14.0,14,0,0
selection2925608.cpp,0,0,0,0,55.0,55,0,0,0,0,0,0
quick2309102.cpp,0,0,0,0,0,0,17.666666666666668,20,0,0,0,0
quick970351.cpp,0,0,0,0,0,0,34.4,44,0,0,0,0
quick4005803.cpp,0,0,0,0,0,0,16.75,21,0,0,0,0
selection2222747.cpp,0,0,0,0,51.5,53,0,0,0,0,0,0
merge3944042.cpp,0,0,0,0,0,0,0,0,33.333333333333336,60,0,0
selection689409.cpp,0,0,0,0,62.0,62,0,0,0,0,0,0
quick2512974.cpp,0,0,0,0,0,0,16.77777777777778,25,0,0,0,0
selection3456041.cpp,56.0,56,0,0,0,0,0,0,0,0,0,0
quick3854249.cpp,0,0,0,0,0,0,31.5,45,0,0,0,0
selection1623686.cpp,42.0,42,0,0,0,0,0,0,0,0,0,0
counting1833910.cpp,0,0,0,0,0,0,0,0,0,0,46.0,46
merge4123845.cpp,0,0,0,0,0,0,0,0,36.714285714285715,60,0,0
quick1876852.cpp,0,0,0,0,0,0,36.2,47,0,0,0,0
quick2398011.cpp,0,0,0,0,0,0,25.2,31,0,0,0,0
bubble1218495.cpp,0,0,0,0,64.0,64,0,0,0,0,0,0
insertion866455.cpp,0,0,49.0,49,0,0,0,0,0,0,0,0
counting3190411.cpp,0,0,0,0,0,0,0,0,0,0,50.0,50
counting1315182.cpp,0,0,0,0,0,0,0,0,0,0,37.5,39
merge2973410.cpp,0,0,0,0,0,0,0,0,28.0,29,0,0
quick2389559.cpp,0,0,0,0,0,0,20.6,37,0,0,0,0
quick2138699.cpp,0,0,0,0,0,0,19.75,24,0,0,0,0
bubble444638.cpp,0,0,0,0,69.0,69,0,0,0,0,0,0
quick1309005.cpp,0,0,0,0,0,0,0,0,20.0,20,0,0
insertion886616.cpp,0,0,48.0,48,0,0,0,0,0,0,0,0
merge2389438.cpp,0,0,0,0,0,0,0,0,38.8,57,0,0
merge2616025.cpp,0,0,0,0,0,0,0,0,44.0,48,0,0
bubble1623357.cpp,0,0,0,0,43.0,43,0,0,0,0,0,0
insertion4814472.cpp,0,0,44.0,44,0,0,0,0,0,0,0,0
bubble590829.cpp,56.0,56,0,0,0,0,0,0,0,0,0,0
merge4262026.cpp,23.0,23,0,0,0,0,0,0,27.0,28,0,0
merge2632946.cpp,0,0,0,0,0,0,0,0,29.0,29,0,0
quick2270634.cpp,0,0,0,0,0,0,14.666666666666666,29,0,0,0,0
bubble4261240.cpp,0,0,0,0,0,0,0,0,54.0,54,0,0
merge2216666.cpp,0,0,0,0,0,0,35.0,35,55.0,76,0,0
