Data/InsertionSort/Dump/insetion-2144895.cpp,66%,Data/InsertionSort/Dump/insetion-1799419.cpp,66%
Data/InsertionSort/Dump/insetion-1732088.cpp,50%,Data/InsertionSort/Dump/insetion-1973405.cpp,48%
Data/BubbleSort/Dump/bubble-1583262.cpp,43%,Data/InsertionSort/Dump/insetion-1583249.cpp,13%
Data/BubbleSort/Dump/bubble-1673563.cpp,44%,Data/InsertionSort/Dump/insetion-1673554.cpp,51%
Data/BubbleSort/Dump/bubble-1571428.cpp,53%,Data/BubbleSort/Dump/bubble-2891330.cpp,49%
Data/InsertionSort/Dump/insetion-1732088.cpp,48%,Data/InsertionSort/Dump/insetion-2336015.cpp,59%
Data/InsertionSort/Dump/insetion-916961.cpp,59%,Data/InsertionSort/Dump/insetion-2780895.cpp,58%
Data/InsertionSort/Dump/insetion-1831723.cpp,41%,Data/InsertionSort/Dump/insetion-3436121.cpp,53%
Data/BubbleSort/Dump/bubble-2781728.cpp,51%,Data/BubbleSort/Dump/bubble-2705981.cpp,48%
Data/InsertionSort/Dump/insetion-878332.cpp,35%,Data/InsertionSort/Dump/insetion-1973405.cpp,43%
Data/InsertionSort/Dump/insetion-1831723.cpp,40%,Data/InsertionSort/Dump/insetion-1973405.cpp,43%
Data/BubbleSort/Dump/bubble-1749345.cpp,48%,Data/BubbleSort/Dump/bubble-1951910.cpp,53%
Data/BubbleSort/Dump/bubble-879889.cpp,42%,Data/InsertionSort/Dump/insetion-878332.cpp,35%
Data/InsertionSort/Dump/insetion-2925331.cpp,48%,Data/InsertionSort/Dump/insetion-1973405.cpp,40%
Data/BubbleSort/Dump/bubble-2705981.cpp,42%,Data/BubbleSort/Dump/bubble-873814.cpp,42%
Data/BubbleSort/Dump/bubble-2925584.cpp,50%,Data/BubbleSort/Dump/bubble-2781728.cpp,44%
Data/BubbleSort/Dump/bubble-2398015.cpp,51%,Data/BubbleSort/Dump/bubble-1806828.cpp,45%
Data/InsertionSort/Dump/insetion-4562452.cpp,38%,Data/InsertionSort/Dump/insetion-2705852.cpp,40%
Data/BubbleSort/Dump/bubble-2705981.cpp,41%,Data/BubbleSort/Dump/bubble-2267306.cpp,49%
Data/BubbleSort/Dump/bubble-1806828.cpp,44%,Data/InsertionSort/Dump/insetion-1799419.cpp,41%
Data/BubbleSort/Dump/bubble-1583262.cpp,33%,Data/BubbleSort/Dump/bubble-2497341.cpp,50%
Data/InsertionSort/Dump/insetion-771410.cpp,37%,Data/InsertionSort/Dump/insetion-1973405.cpp,37%
Data/InsertionSort/Dump/insetion-2144895.cpp,40%,Data/InsertionSort/Dump/insetion-1685439.cpp,45%
Data/BubbleSort/Dump/bubble-2497341.cpp,49%,Data/BubbleSort/Dump/bubble-1806828.cpp,43%
Data/BubbleSort/Dump/bubble-749608.cpp,49%,Data/BubbleSort/Dump/bubble-1115420.cpp,50%
Data/BubbleSort/Dump/bubble-1749345.cpp,41%,Data/BubbleSort/Dump/bubble-920644.cpp,49%
Data/InsertionSort/Dump/insetion-771410.cpp,35%,Data/InsertionSort/Dump/insetion-2925331.cpp,42%
Data/InsertionSort/Dump/insetion-771410.cpp,35%,Data/InsertionSort/Dump/insetion-1940906.cpp,34%
Data/InsertionSort/Dump/insetion-375520.cpp,45%,Data/InsertionSort/Dump/insetion-906336.cpp,38%
Data/InsertionSort/Dump/insetion-2144895.cpp,38%,Data/InsertionSort/Dump/insetion-4562452.cpp,36%
Data/BubbleSort/Dump/bubble-2624647.cpp,48%,Data/InsertionSort/Dump/insetion-2624632.cpp,38%
Data/BubbleSort/Dump/bubble-1942176.cpp,39%,Data/BubbleSort/Dump/bubble-1571428.cpp,40%
Data/BubbleSort/Dump/bubble-2848234.cpp,39%,Data/InsertionSort/Dump/insetion-1799419.cpp,37%
Data/BubbleSort/Dump/bubble-2848234.cpp,39%,Data/BubbleSort/Dump/bubble-1806828.cpp,40%
Data/InsertionSort/Dump/insetion-771410.cpp,33%,Data/InsertionSort/Dump/insetion-1732062.cpp,44%
Data/InsertionSort/Dump/insetion-758124.cpp,45%,Data/InsertionSort/Dump/insetion-771410.cpp,33%
Data/InsertionSort/Dump/insetion-670822.cpp,38%,Data/InsertionSort/Dump/insetion-2705852.cpp,35%
Data/InsertionSort/Dump/insetion-1831723.cpp,31%,Data/InsertionSort/Dump/insetion-878332.cpp,27%
