10000,100810.28571428571
50000,221924.8
10000,100853.71428571429
50000,231134.66666666666
10000,100849.14285714286
50000,237772.57142857142
50000,231180.0
100000,381958.4
10000,100804.57142857143
50000,231152.0
50000,231173.33333333334
50000,246575.11111111112
50000,231146.66666666666
100000,409128.0
10000,98038.66666666667
100000,397848.0
50000,237747.42857142858
100000,381872.0
10000,100787.42857142857
10000,100790.85714285714
100000,397813.3333333333
100000,397798.6666666667
100000,381923.2
10000,100848.0
10000,102871.0
50000,231174.66666666666
10000,100809.14285714286
100000,409153.14285714284
100000,381876.8
100000,381872.0
