100000,381953.6
50000,231178.66666666666
100000,381864.0
50000,231321.33333333334
100000,287396.8
10000,100764.57142857143
10000,100816.0
10000,94174.4
10000,94228.8
10000,102940.0
10000,94244.8
10000,98118.66666666667
100000,382014.4
10000,102923.0
100000,381968.0
50000,231112.0
100000,382044.8
50000,237825.14285714287
10000,100796.57142857143
50000,231201.33333333334
50000,231197.33333333334
10000,94144.0
50000,231189.33333333334
50000,222011.2
100000,424448.8888888889
50000,246640.0
50000,231285.33333333334
100000,397821.3333333333
100000,397925.3333333333
100000,381859.2
