10000,296003.2
10000,296003.2
100000,2621682.6666666665
10000,296003.2
50000,1192905.6
50000,1192905.6
10000,296003.2
10000,296003.2
50000,1192905.6
10000,296003.2
50000,1192905.6
50000,1192905.6
10000,296003.2
100000,2621682.6666666665
50000,1192905.6
50000,1192905.6
100000,2621682.6666666665
50000,1192905.6
100000,2621682.6666666665
100000,2621682.6666666665
50000,1192905.6
100000,2621682.6666666665
100000,2621682.6666666665
10000,296003.2
50000,1192905.6
10000,348212.5714285714
100000,2621682.6666666665
100000,2621682.6666666665
100000,2621682.6666666665
10000,296003.2
