100000,409238.85714285716
100000,381904.0
50000,221996.8
50000,242801.0
10000,98017.33333333333
100000,397948.0
100000,397880.0
100000,381955.2
50000,237760.0
50000,237784.0
100000,381915.2
10000,100849.14285714286
10000,100757.71428571429
100000,397906.6666666667
50000,237825.14285714287
50000,237785.14285714287
10000,97953.33333333333
10000,100849.14285714286
50000,231160.0
100000,381964.8
50000,237897.14285714287
50000,242740.0
10000,100851.42857142857
10000,100834.28571428571
10000,100811.42857142857
10000,98033.33333333333
10000,98050.66666666667
50000,242842.0
100000,397877.3333333333
100000,397893.3333333333
