100000,381964.8
10000,98045.33333333333
10000,100795.42857142857
50000,237742.85714285713
50000,231174.66666666666
50000,231224.0
100000,381868.8
100000,381988.8
10000,98060.0
10000,98092.0
50000,231202.66666666666
100000,381881.6
100000,409228.5714285714
50000,231185.33333333334
10000,98053.33333333333
50000,221854.4
50000,231136.0
100000,381939.2
10000,102917.0
50000,237779.42857142858
10000,100853.71428571429
100000,381923.2
100000,381883.2
100000,397834.6666666667
50000,231200.0
100000,381963.2
10000,98050.66666666667
10000,100824.0
10000,100798.85714285714
50000,231150.66666666666
