10000,100832.0
50000,221964.8
10000,100832.0
100000,397897.3333333333
10000,98052.0
100000,397897.3333333333
10000,100832.0
100000,397897.3333333333
50000,231120.0
50000,221964.8
10000,100832.0
50000,221964.8
10000,100832.0
100000,397897.3333333333
50000,221964.8
100000,381873.6
50000,221964.8
10000,100832.0
100000,397897.3333333333
50000,221964.8
50000,221964.8
100000,397897.3333333333
10000,100832.0
100000,397897.3333333333
50000,221964.8
10000,100832.0
10000,100832.0
50000,221964.8
100000,397897.3333333333
100000,397897.3333333333
