100000,397794.6666666667
10000,98048.0
50000,221942.4
10000,98078.66666666667
50000,221931.2
50000,231150.66666666666
10000,98014.66666666667
50000,231140.0
10000,98100.0
10000,98021.33333333333
100000,381928.0
50000,231157.33333333334
100000,409166.85714285716
10000,100834.28571428571
100000,397829.3333333333
50000,237738.2857142857
50000,231136.0
10000,100865.14285714286
10000,100801.14285714286
50000,237794.2857142857
10000,98082.66666666667
50000,231157.33333333334
100000,381968.0
100000,381924.8
100000,381932.8
100000,381961.6
10000,100821.71428571429
100000,397850.6666666667
50000,221972.8
100000,381923.2
