10000,113027.55555555556
50000,281260.0
10000,113027.55555555556
50000,281260.0
50000,281260.0
10000,113027.55555555556
50000,281260.0
100000,510501.3333333333
10000,113027.55555555556
10000,107830.66666666667
10000,113027.55555555556
50000,281260.0
10000,113027.55555555556
100000,510501.3333333333
100000,510501.3333333333
50000,281260.0
100000,509237.71428571426
10000,113027.55555555556
100000,510501.3333333333
100000,510501.3333333333
100000,510501.3333333333
50000,281260.0
100000,510501.3333333333
100000,510501.3333333333
50000,281260.0
100000,510501.3333333333
50000,281260.0
50000,281260.0
10000,113027.55555555556
10000,113027.55555555556
