50000,289642.0
50000,289640.0
50000,289647.0
10000,107821.33333333333
50000,287777.14285714284
50000,289665.77777777775
100000,509170.28571428574
10000,111542.0
10000,107741.33333333333
10000,110624.0
100000,509236.5714285714
100000,509195.4285714286
10000,111490.0
50000,281161.3333333333
50000,289686.22222222225
100000,505308.0
100000,509208.0
100000,509187.4285714286
100000,511514.0
100000,509209.14285714284
50000,289618.0
50000,289616.0
10000,110662.85714285714
10000,111540.0
10000,107805.33333333333
10000,110660.57142857143
50000,289589.0
100000,509200.0
100000,509240.0
10000,107838.66666666667
