selection1553625.cpp,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,24,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection773486.cpp,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection1230411.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection2925608.cpp,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection1806847.cpp,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection444644.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection1510180.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection1583278.cpp,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,17,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection2848874.cpp,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selection2398016.cpp,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,44,26,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quick2350050.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,14,12,8,7,7,7,0,0
